date,source,story,issue_title,url,topics,snippet,pediatric_terms,ai_terms,radiology_terms
2021-05-25,ESR / ECR,"Radiology artificial intelligence, a systematic evaluation of methods (RAISE): a systematic review protocol","Radiology artificial intelligence, a systematic evaluation of methods (RAISE): a systematic review protocol",https://www.myesr.org/ai-blog/radiology-artificial-intelligence-a-systematic-evaluation-of-methods-raise-a-systematic-review-protocol/,,"…narrative reviews have the potential for bias, we hoped to minimise this risk by publishing our protocol. Furthermore, we are doing two “sister” reviews of the paediatric and adult literature; the paediatric paper is about to be submitted for peer review with the adult paper soon behind. We also have made our search terms and th…",paediatric,ai; algorithm; artificial intelligence,radiolog
2021-04-19,ESR / ECR,Noise reduction approach in pediatric abdominal CT combining deep learning and dual-energy technique,Noise reduction approach in pediatric abdominal CT combining deep learning and dual-energy technique,https://www.myesr.org/ai-blog/noise-reduction-approach-in-pediatric-abdominal-ct-combining-deep-learning-and-dual-energy-technique/,CT dose / reconstruction; appendicitis / abdomen / ultrasound,"…study aimed to evaluate the image quality of low iodine concentration, dual-energy CT (DECT) combined with a deep learning-based noise reduction technique for pediatric abdominal CT, compared with standard iodine concentration single-energy polychromatic CT (SECT). They were able to determine that low iodine concentration DECT…",pediatric,deep learning,ct
2021-04-19,ESR / ECR,Article:,Noise reduction approach in pediatric abdominal CT combining deep learning and dual-energy technique,https://www.myesr.org/ai-blog/noise-reduction-approach-in-pediatric-abdominal-ct-combining-deep-learning-and-dual-energy-technique/,appendicitis / abdomen / ultrasound,Article: Noise reduction approach in pediatric abdominal CT combining deep learning and dual-energy technique,pediatric,deep learning,ct
2021-03-19,RSNA News,RSNA To Host Webinar on Leveraging the Full Potential of AI,RSNA To Host Webinar on Leveraging the Full Potential of AI,https://www.rsna.org/news/2021/march/radiologists-data-scientists-webinar,cancer / oncology,"…d improve patient care.”  Other featured speakers include,   Marius George Linguraru, DPhil, MA, MSc , principal investigator in the Sheikh Zayed Institute for Pediatric Surgical Innovation at Children's National Hospital in Washington DC  Ronald M. Summers, MD, PhD, FSAR, FAIMBE , senior investigator, Imaging Biomarkers and Co…",child; pediatric,ai; artificial intelligence; computer-aided,imaging; radiolog
2020-12-17,The Imaging Wire,The Wire · Boston Children’s Explainable COVID AI:,No AI Resistance,https://theimagingwire.com/news/no-ai-resistance/,,Boston Children’s Explainable COVID AI: DarwinAI and Red Hat are collaborating with Boston Children’s Hospital to develop a suite of open-source explainable AI tools for CX…,child,ai,imaging
2020-12-03,The Imaging Wire,"“Point of care physicians want answers, not images.”",Virtual RSNA 2020,https://theimagingwire.com/news/virtual-rsna-2020/,,"…D; President and CEO, RAD-AID International  AI Activator: Jon T. DeVries, CEO; Qlarity Imaging  Burnout Fighter: Marla B.K. Sammer, MD; Associate Professor of Pediatric Radiology, Texas Children’s Hospital  Insights to Action: Syed Zaidi, MD, MBA; Associate Chief Medical Officer for Integrations, Radiology Partners  Continued…",child; pediatric,ai,imaging; radiolog
2020-11-30,The Imaging Wire,The Wire · CT DLR Benefits:,RSNA 2020 | Another NTAP | COVID Burnout,https://theimagingwire.com/news/rsna-2020-another-ntap-covid-burnout/,CT dose / reconstruction,CT DLR Benefits: New research out of Cincinnati Children’s Hospital revealed that Canon’s AiCE deep learning reconstruction (DLR) software improved pediatric CT image quality and radiation dosage without sacrificing noise texture and spatial resolution. Three radiologists compared scans from 19 patients using AiCE D…,child; pediatric,deep learning,ct; radiolog
2020-11-19,RSNA News,"In Fourth Year, RSNA AI Challenge Propels Winners to Greater Heights","In Fourth Year, RSNA AI Challenge Propels Winners to Greater Heights",https://www.rsna.org/news/2020/october/ai-challenge-winners-update,bone age / skeletal maturity; chest / pneumonia,"…for the first RSNA AI Challenge in 2017. The deadline was only two weeks away and he and his teammates had not come up with a workable solution for determining pediatric bone age, the theme for the challenge.  “We tried a lot of the standard models that were available, but they just didn’t work well for us,” Dr. Kitamura said.…",bone age; pediatric,ai; ai-; algorithm; artificial intelligence; machine learning; neural net,ct; imaging; radiolog
2020-10-09,RSNA News,Radiology Informatics Experts Help Shape the Future of Artificial Intelligence,Radiology Informatics Experts Help Shape the Future of Artificial Intelligence,https://www.rsna.org/news/2020/october/ai-radiologist-input,bone age / skeletal maturity; chest / pneumonia,"…cted. Perhaps most importantly, the challenges have spurred additional research and product development, Dr. Mongan said.  “In the year that followed the first pediatric bone age challenge, there were numerous publications about pediatric bone age algorithms and several vendors came out with products,” he said.  Recent AI Chall…",bone age; pediatric,ai; algorithm; artificial intelligence; machine learning,imaging; radiograph; radiolog
2020-10-01,The Imaging Wire,The Wire · GE Voluson SWIFT:,Ink Agents | Mammoscope | AI Reactions,https://theimagingwire.com/news/ink-agents-mammoscope-ai-reactions/,fetal / neonatal brain MRI; appendicitis / abdomen / ultrasound,"…existing Scan Assistant (guides clinicians, reduces patient scanning by up to 45%), SonoBiometry (reduces measurement time by 38%), and SonoCNS tools (reduces fetal brain measurement keystrokes by 75%).",fetal,ai,ultrasound
2020-09-10,RSNA News,RSNA Launches Pulmonary Embolism AI Challenge,RSNA Launches Pulmonary Embolism AI Challenge,https://www.rsna.org/news/2020/september/pulmonary-embolism-ai-challenge,bone age / skeletal maturity; chest / pneumonia,…Past AI Challenges are available for review:  2019: RSNA Intracranial Hemorrhage Detection Challenge   2018: RSNA Pneumonia Detection Challenge   2017: RSNA Pediatric Bone Age Challenge   Read coverage of previous AI Challenges in RSNA News:   RSNA AI Challenge Breaks New Ground   Ensembling Improves Machine Learning Model P…,bone age; pediatric,ai; ai-; algorithm; artificial intelligence; machine learning,ct; radiolog
2020-06-29,The Imaging Wire,The Wire · Vuno’s Big CE Approval:,Legal Transparency | Voice Assisted Guidance | Diagnostic Bias,https://theimagingwire.com/news/legal-transparency-voice-assisted-guidance-diagnostic-bias/,bone age / skeletal maturity; chest / pneumonia; regulatory / FDA clearance,"…solutions , allowing their use across 27 EU countries and the many global countries that recognize CE marking. The solutions include VUNO Med-BoneAge (assesses bone age based on left hand X-ray), VUNO Med-DeepBrain (segments/quantifies brain regions w/ MRI data), VUNO Med-Chest X-Ray (enhances screening for common thoracic dis…",bone age,ai,mri; x-ray
2020-06-10,ESR / ECR,Strategies to defeat bias,Does gender bias exist in radiology AI?,https://www.myesr.org/ai-blog/does-gender-bias-exist-in-radiology-ai/,regulatory / FDA clearance,"…am,” Rockall echoed. At her department, she tries to promote workplace flexibility for her team, i.e. planning for flexibility in case of maternity leave, sick children, etc.  “I will also try to offer involvement in studies to some of the female registrars. That is not to say that I do not do the same for the chaps, but I…",child,ai,imaging; radiolog
2020-06-10,ESR / ECR,Personal involvement,Does gender bias exist in radiology AI?,https://www.myesr.org/ai-blog/does-gender-bias-exist-in-radiology-ai/,funding / business,"…metimes the funding models don’t quite fit – like when I applied for my first AI grant with NIHR EME fund,” Rockall said.  “I sleep five hours a night. My four children grew up sitting next to me while I was on the computer. They were my “hobby”, and when at home, my research was my “hobby”. By choice, I didn’t do much anyt…",child; kids,ai,radiolog
2019-12-23,The Imaging Wire,The Resource Wir e,A Laser Ultrasound First | Breast MRI Radiomics Breakthrough,https://theimagingwire.com/news/a-laser-ultrasound-first-breast-mri-radiomics-breakthrough/,appendicitis / abdomen / ultrasound; regulatory / FDA clearance,"…etails the recent advances in Parkinson’s treatment, including the role of focused ultrasound treatment.   This Nuance video shares how Orlando’s Arnold Palmer Children’s Hospital used PowerShare to Ditch The Disk and improve patient care.  Did you know that imaging patients are most likely to no-show for their procedures o…",child; nicu,ai,ct; imaging; ultrasound; x-ray
2019-12-19,ESR / ECR,AI shows potential in low-resource settings,AI shows potential in low-resource settings,https://www.myesr.org/ai-blog/ai-shows-potential-in-low-resource-settings/,chest / pneumonia; fetal / neonatal brain MRI; cancer / oncology; appendicitis / abdomen / ultrasound; funding / business,"…in your module to recognise what is your model for that age, and your module could suggest with AI which measurement is normal and which isn’t,” Malumba added. Foetal hydrocephalus, a condition that can only be confirmed with the help of diagnostic imaging, is one of the topics currently tackled by Malumba at the AI lab of M…",foetal,ai; ai-; deep learning; machine learning; neural net,imaging; mri; radiograph; radiolog; ultrasound; x-ray
2019-12-12,The Imaging Wire,The Resource Wire,Hardian’s AI Roundup | Siemens’ New CTs & AI,https://theimagingwire.com/news/hardians-ai-roundup-siemens-new-cts-ai/,appendicitis / abdomen / ultrasound,…est ROI from their X-ray technology as radiography demands increase and budgets head the other direction.  This Nuance video shares how Orlando’s Arnold Palmer Children’s Hospital used PowerShare to #ditchthedisk and improve patient care.  The Focused Ultrasound Foundation’s 2019 State of the Field Report details FUSF’s ini…,child,ai,imaging; radiograph; ultrasound; x-ray
2019-12-11,RSNA News,Artificial Intelligence Boosts MRI Detection of ADHD,Artificial Intelligence Boosts MRI Detection of ADHD,https://www.rsna.org/news/2019/november-december/ai-mri-for-adhd,fetal / neonatal brain MRI,"…ogy: Artificial Intelligence .  Increasingly, the connectome is regarded as key to understanding brain disorders like ADHD. According to the National Survey of Children’s Health, approximately 9.4% of U.S. children, ages 2 to 17 years (6.1 million) in 2016 have been diagnosed with ADHD. The disorder cannot yet be definitive…",adolescen; child; infant,artificial intelligence; deep learning; neural net,imaging; mri; radiolog
2019-12-02,The Imaging Wire,The Wire · A review article from U of Wisconsin and UCSF detailed recent AI successes in MS,Nines Redefines | Optical Game Changer,https://theimagingwire.com/news/nines-redefines-optical-game-changer/,bone age / skeletal maturity; fracture / trauma / abuse,"A review article from U of Wisconsin and UCSF detailed recent AI successes in MSK radiographic imaging (estimating pediatric bone age, detecting fractures, and assessing osteoarthritis) that may soon be clinically available. The article also highlighted evidence that other CT and MRI…",bone age; pediatric,ai; deep learning,ct; imaging; mri; radiograph
2019-11-25,The Imaging Wire,The Study,PennPET Image | Ensemble AI,https://theimagingwire.com/news/pennpet-image-ensemble-ai/,bone age / skeletal maturity,"The Study – The researchers used 48 submissions from the 2017 RSNA Pediatric Bone Age Machine Learning Challenge, creating various ensembles trained on 12,611 pediatric hand radiographs that were later tested on 200 test radiographs.",bone age; pediatric,machine learning,radiograph
2019-11-20,RSNA News,Ensembling Improves Machine Learning Model Performance,Ensembling Improves Machine Learning Model Performance,https://www.rsna.org/news/2019/november-december/ensembling-to-improve-model-performance,bone age / skeletal maturity,"November 20, 2019  Pan  Ensembles created using models submitted to the RSNA Pediatric Bone Age Machine Learning Challenge convincingly outperformed single-model prediction of bone age, according to a study published in Radiology: Artificial Inte…",bone age; pediatric,ai; algorithm; artificial intelligence; machine learning,ct; radiolog; x-ray
2019-08-22,The Imaging Wire,"The Wire · University of Alberta spinoff, Medo.ai , shared an update on its still in-develo",The Case for POCUS | X-Ray Shakeup | Radiology Corporatization,https://theimagingwire.com/news/the-case-for-pocus-x-ray-shakeup-radiology-corporatization/,appendicitis / abdomen / ultrasound; scoliosis / MSK,"…e 3D images from point-of-care ultrasound scans that are then uploaded for AI-based analysis. Medo.ai’s app will initially focus on diagnosing hip dysplasia in infants (easy to treat, but easy to miss) and the firm is already testing applications for other injuries and conditions.",infant,ai; ai-,ultrasound
2019-08-21,RSNA News,Quantitative Dynamic MRI Shows Promise for Children with Thoracic Insufficiency Syndrome,Quantitative Dynamic MRI Shows Promise for Children with Thoracic Insufficiency Syndrome,https://www.rsna.org/news/2019/august/thoracic-insufficiency-syndrome,chest / pneumonia; CT dose / reconstruction; scoliosis / MSK,"…the chest wall component of excursion overlaid in orange.  Tong, et al, Radiology 2019 © RSNA 2019  Study Highlights  Images from free-breathing dynamic MRI in pediatric patients with TIS (July 2009–August 2015) were retrospectively evaluated before and after surgical correction by using vertical expandable prosthetic titanium…",adolescen; child; pediatric,ai; ai-; artificial intelligence,imaging; mri; radiolog
2019-07-15,ESR / ECR,Radiation dose in pregnancy,Radiation dose in pregnancy,https://www.myesr.org/ai-blog/radiation-dose-in-pregnancy/,CT dose / reconstruction; funding / business,"Due to the high radiosensitivity of the fetus and embryo, diagnostic imaging procedures for pregnant patients raise health concerns. Therefore, the authors of this work set out to develop a methodology for…",fetus,convolutional; neural net,ct; imaging; radiolog
2019-07-04,ESR / ECR,AI-assisted education for rads: challenges and promises,AI-assisted education for rads: challenges and promises,https://www.myesr.org/ai-blog/ai-assisted-education-for-rads-challenges-and-promises/,,"…hair of the Radiology department and Vice Dean at Hadassah Hebrew University Medical Centre in Jerusalem, Israel. Personalised education “If we think about our children, schools haven’t changed that much in the last hundred years: children get up in the morning. They don’t want to get up in the morning. They go to school. T…",child,ai; ai-; algorithm; artificial intelligence; machine learning,radiolog
2019-06-24,The Imaging Wire,The Imaging Wire · AI Benefits,"Hologic’s US Bid | Image Segmentation, Simplified | Breast MRI’s Early Benefits",https://theimagingwire.com/news/hologics-us-bid-image-segmentation-simplified-breast-mris-early-benefits/,,"…ve potential time savings, the team hopes to make image segmentation more accessible in situations where sufficient training data is unavailable (e.g. uncommon pediatric brain conditions).",pediatric,ai,imaging
2019-05-31,ESR / ECR,Artificial Intelligence: From Buzzword into Clinical Routine,Artificial Intelligence: From Buzzword into Clinical Routine,https://www.myesr.org/ai-blog/artificial-intelligence-from-buzzword-into-clinical-routine/,chest / pneumonia; cancer / oncology; funding / business,"…Euros over a ten-year period. This is one of the findings of the “Sherlock in Health” [1] study, which concentrates on three particularly widespread diseases: childhood obesity, dementia, and breast cancer. As an evolutionary influence in healthcare, AI has the potential to act as a digital companion to physician evaluatio…",child,ai; ai-; algorithm; artificial intelligence,ct; imaging; radiolog
2019-05-28,The Imaging Wire,The Wire · Frost & Sullivan reported that the global ultrasound market reached $6.12 billio,Hologic Meets MARIA | DBT Doesn’t Need DM | Questioning MR’s Progress,https://theimagingwire.com/news/hologic-meets-maria-dbt-doesnt-need-dm-questioning-mrs-progress/,fetal / neonatal brain MRI; cancer / oncology; appendicitis / abdomen / ultrasound; scoliosis / MSK,"…ogy) will become more established by 2023, while AI applications will be increasingly common for premium ultrasound applications (e.g. detecting breast cancer, fetal image assessment, cardiology).",fetal,ai,ultrasound
2019-05-20,The Imaging Wire,The Wire · GE Healthcare and Boston Children’s Hospital are partnering to develop an AI-bas,AI Not a Threat | Surprise Billing Targeted | AI for UG-RT,https://theimagingwire.com/news/ai-not-a-threat-surprise-billing-targeted-ai-for-ug-rt/,,GE Healthcare and Boston Children’s Hospital are partnering to develop an AI-based pediatric radiology solution that will be trained by the hospital’s radiologists and embedded into GE’s imaging systems. GE and Boston Children’s are developing an algor…,child; pediatric,ai; ai-; algorithm,imaging; radiolog
2019-05-07,RSNA News,AI-Based Applications Boost Image Quality,AI-Based Applications Boost Image Quality,https://www.rsna.org/news/2019/may/ai-based-applications-boost-image-quality,CT dose / reconstruction; cancer / oncology; regulatory / FDA clearance; funding / business,"…“Evaluation at our pilot clinical sites shows it can provide adequate image quality comparable to scans that take four times as long — a tremendous benefit for children and patients undergoing repeat PET exams,” Dr. Gong said.  Shorter studies also allow centers to scan more patients per day, which is beneficial when resour…",child,ai; ai-; algorithm; artificial intelligence; computer-aided; deep learning; machine learning,ct; imaging; mri; pacs; pet; radiolog; scanner
2019-05-05,The Imaging Wire,"“Everyone who argues that ‘AI isn’t magic’ needs to have an infusion of childlike wonder, stat.”",AI Controversies | RB-82 Warning | Pigg-O-Stat Goes Viral,https://theimagingwire.com/news/controversial-ai-opinions-rb-42-warning-pigg-o-stat-goes-viral/,,"“Everyone who argues that ‘AI isn’t magic’ needs to have an infusion of childlike wonder, stat.”   Radiologist and PhD Candidate (and 2nd time Imaging Wire quote provider), Luke Oakden-Rayner , touting the qualities of the term “Artifici…",child,ai; artificial intelligence,imaging; radiolog
2019-04-29,The Imaging Wire,The Wire · Samsung announced that its S-Vue 3.02 image post-processing engine is now cleare,Handheld Adoption Curve | VR Consultation | Primary Care Overhaul,https://theimagingwire.com/news/handheld-adoption-curve-vr-consultation-primary-care-overhaul/,appendicitis / abdomen / ultrasound; regulatory / FDA clearance,"Samsung announced that its S-Vue 3.02 image post-processing engine is now cleared by the FDA for use with pediatric patients , after gaining FDA clearance for adults in late 2017. The S-Vue 3.02, which is included with Samsung’s GC85A and GM85 DR X-ray systems, uses an advan…",pediatric,algorithm,x-ray
2019-04-18,ESR / ECR,Strategic research agenda for biomedical imaging,Strategic research agenda for biomedical imaging,https://www.myesr.org/ai-blog/strategic-research-agenda-for-biomedical-imaging/,fetal / neonatal brain MRI; cancer / oncology,"…urs and neurodegenerative disease).  Disease-specific, targeted, and image-guided therapies (e.g. theranostics in metastatic pancreatic cancer).  Assessment of foetal and prenatal health (e.g. BOLD MRI in the assessment of placental function).  Assessment of lifestyle and environmental impact factors on health (e.g. body fat…",foetal; prenatal,artificial intelligence; machine learning,imaging; mri; radiolog
2019-04-08,The Imaging Wire,The Imaging Wire,Hubris and Hype | PACS Hack | Vector Flow Breakthrough,https://theimagingwire.com/news/hubris-and-hype-pacs-hack-vector-flow-breakthrough/,chest / pneumonia; cancer / oncology; cardiac / echo; appendicitis / abdomen / ultrasound; funding / business,"…6.5 centimeters and identify abnormalities in the unhealthy child. This new technique could prove to be an important breakthrough for cardiac ultrasound (only pediatric for now), which has traditionally been valuable in measuring overall heart health, and may be able to provide much deeper insights through vector flow technolo…",child; infant; pediatric,ai; ai-; machine learning,ct; imaging; mri; pacs; radiolog; ultrasound
2019-02-20,ESR / ECR,"Big data, artificial intelligence, and structured reporting","Big data, artificial intelligence, and structured reporting",https://www.myesr.org/ai-blog/big-data-artificial-intelligence-and-structured-reporting/,,"…g without using the word “dog”? Maybe even sometimes not pointing at the dog but at the ball instead? Well, probably it would take substantially longer for the child to make sense of the given information.  The same applies to recent developments and research efforts in artificial intelligence (AI) and machine learning in r…",child,ai; algorithm; artificial intelligence; machine learning,radiolog
2019-02-11,The Imaging Wire,"The Wire · GE Healthcare promoted the results of its SonoCNS ultrasound tool , revealing th",POCUS 101 | PCP Compliance | Handheld Growth,https://theimagingwire.com/news/pocus-101-agfas-health-it-focus-pcp-compliance/,fetal / neonatal brain MRI; appendicitis / abdomen / ultrasound,"GE Healthcare promoted the results of its SonoCNS ultrasound tool , revealing that the GE Edison AI-powered solution reduces keystrokes during fetal brain measurements by 75%, allowing for more patient interaction and specifically benefitting less experienced gynecologists. SonoCNS quietly debuted at RSNA 2…",fetal,ai; ai-,ultrasound
2019-02-04,The Imaging Wire,The Wire · Researchers at Texas Children’s Hospital were able to classify acute and non-acu,Big AI Investments | Specialist Faceoff | AI’s Med Student Impact,https://theimagingwire.com/news/big-ai-investments-specialist-faceoff-ais-med-student-impact/,,"Researchers at Texas Children’s Hospital were able to classify acute and non-acute pediatric elbow x-rays using a convolutional neural network approach by viewing an entire series of patient images together, similar to how a human radiologist reviews m…",child; pediatric,convolutional; neural net,radiolog; x-ray
2019-01-30,RSNA News,RSNA Launches Radiology: Artificial Intelligence,RSNA Launches Radiology: Artificial Intelligence,https://www.rsna.org/news/2019/january/radiology-ai-journal-launch,fracture / trauma / abuse; chest / pneumonia,"…, et al. Deep learning object detection networks can be trained to accurately detect and localize fractures on wrist radiographs.   “Binomial Classification of Pediatric Elbow Fractures using a Deep Learning Multiview Approach Emulating Radiologist Decision Making” by Jesse C. Rayan, MD, et al. Deep learning can effectively cla…",pediatric,ai; artificial intelligence; convolutional; deep learning; machine learning; neural net,imaging; radiograph; radiolog
2018-10-29,RSNA News,"RSNA Leads the Way in Artificial Intelligence, Machine Learning, 3D Printing","RSNA Leads the Way in Artificial Intelligence, Machine Learning, 3D Printing",https://www.rsna.org/news/2018/november-december/rsna-2018-ai-ml-3d-printing,fracture / trauma / abuse; chest / pneumonia; cancer / oncology; cardiac / echo; appendicitis / abdomen / ultrasound,…Operating Room Time by Using In-House 3D-Printed Models of Inferior Orbital Wall Fractures for Pre-contouring Osteosynthesis Implants — SSM13-02  • A Realistic Pediatric Abdominal Phantom with Contrast Enhancement Using 3D Printing Technology: Comparison with Patient Computed Tomography Images — PD237-SD-WEB3-ALL  • ASRT@RSNA 2…,pediatric,ai; ai-; algorithm; artificial intelligence; convolutional; deep learning; machine learning; neural net,ct; imaging; mri; radiolog; tomograph; x-ray
2018-09-24,The Imaging Wire,AI Fails the Vision Test,Silver Tsunami | Mobile MRI Growth | AI Fails The Vision Test,https://theimagingwire.com/news/silver-tsunami-mobile-mri-growth-ai-fails-the-vision-test/,,"…ails the Vision Test   A study from York University and University of Toronto in Canada found that that artificial intelligence systems fail a vision test that children can easily accomplish, highlighting a key challenge with current AI computer vision / object detection technology. In the study, a neural network system cor…",child,ai; artificial intelligence; neural net,imaging
2018-08-23,The Imaging Wire,Facebook and NYU Team to Speed-up MRIs,FB & NYU’s fastMRI | Another UCNP Breakthrough | Execs Vote Amazon,https://theimagingwire.com/news/fb-nyus-fastmri-another-ucnp-breakthrough-execs-vote-amazon/,CT dose / reconstruction,"…ges’ underlying structure and create reconstructed images that are sufficient for diagnosis. If successful, fastMRI would make the modality a better option for children or claustrophobic people, who struggle with long MRI imaging times, while also alleviating scheduling backlogs in rural areas and developing countries where…",child; kids,ai; algorithm; neural net,imaging; mri
2018-08-01,RSNA News,"Artificial Intelligence, Machine Learning, Play an Expanding Role at RSNA 2018","Artificial Intelligence, Machine Learning, Play an Expanding Role at RSNA 2018",https://www.rsna.org/news/2018/august/artificial-intelligence-machine-learning-play-expanding-role,bone age / skeletal maturity; chest / pneumonia; cancer / oncology,"…oster of programming focusing on the power and potential of AI in radiology and issues associated with implementation. Following the successful debut of the ML Pediatric Bone Age Challenge in 2017, RSNA 2018 will feature the ML Pneumonia Detection Challenge. The most accurate algorithm submissions will be recognized in the Mach…",bone age; pediatric,ai; ai-; algorithm; artificial intelligence; deep learning; machine learning; neural net,imaging; radiolog; x-ray
2018-06-01,RSNA News,Standardized Data is Critical to Machine Learning,Standardized Data is Critical to Machine Learning,https://www.rsna.org/news/2018/june/standardized-data-is-critical-to-machine-learning,bone age / skeletal maturity; cancer / oncology; funding / business,"…”  As a result, algorithms may not have a sufficient quantity of data sets to learn from, said Safwan Halabi, MD, clinical assistant professor of radiology and pediatric radiology at Stanford University, in Palo Alta, CA, and a member of the RSNA ML Challenge Organizing Committee.  “For example, let’s say you have only 100 case…",bone age; child; pediatric,ai; algorithm; deep learning; machine learning,imaging; pacs; radiograph; radiolog
2018-02-07,RSNA News,RSNA ML Pediatric Bone Challenge Showcases Promising New Tools,RSNA ML Pediatric Bone Challenge Showcases Promising New Tools,https://www.rsna.org/news/2018/february/rsna-ml-pediatric-bone-challenge,bone age / skeletal maturity,"BY JENNIFER ALLYN  February 07, 2018  Flanders  Kalpathy Cramer  Halabi  Cicero  Bilbily  In designing an algorithm to predict skeletal age from pediatric hand x-rays, Mark Cicero, MD, and Alexander Bilbily, MD, demonstrated the potential of machine learning (ML) and artificial intelligence (AI) to aid radiologis…",bone age; child; pediatric,ai; algorithm; artificial intelligence; convolutional; deep learning; machine learning; neural net,imaging; radiograph; radiolog; x-ray
2017-04-28,RSNA News,MRI Shows Early Brain Changes in Autistic Children,MRI Shows Early Brain Changes in Autistic Children,https://www.rsna.org/news/2017/april/mri_shows-early-brain-changes-in-autistic-children,fetal / neonatal brain MRI,"…archers continue to make progress in understanding autism spectrum disorder (ASD), the statistics on ASD remain sobering.  In the U.S., approximately one in 68 children has been identified with some form of ASD, according to the Centers for Disease Control and Prevention. The risk is even higher — as much as one in five — f…",child; infant,algorithm; deep learning,imaging; mri; radiolog; scanner
2016-10-25,RSNA News,MRI Shows Brain Disruption in Children with Post-traumatic Stress Disorder,MRI Shows Brain Disruption in Children with Post-traumatic Stress Disorder,https://www.rsna.org/news/2016/october-november/mri-shows-brain-disruption-in-children,fracture / trauma / abuse; fetal / neonatal brain MRI,"…ress disorder (PTSD) revealed that the structural connectome showed a shift toward “regularization,” providing a structural basis for functional alterations of pediatric PTSD, according to recent Radiology research.  In the study, Xueling Suo, MM, from West China Hospital of Sichuan University in Chengdu, China, and colleagues…",child; pediatric,neural net,imaging; mri; radiolog
